grafo,n,m,bf_s,dijkstra_s
grafo_W_1.txt,25000,549953,0.10215973999584094,nan
grafo_W_2.txt,25000,824964,1.6684706799976994,0.21826032999670134
grafo_W_3.txt,100000,6099941,17.038339680002537,3.0724676199955865
